Canal;Transportadora;UF Origem;Centro;Cli - Nome;NFe;NFe - Dt E;    NFe - Vlr;Cli - Cidade;UF Destino;Resp.Agend;Ocorrências;Prev. Entr;Dt .Agenda;Status;Cli -  Age;Nº Documen
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DENTECK LTDA;000370874-10;23.12.2024;37.943,72;Mundo Novo;MS;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765955
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DENTECK LTDA;000370875-10;23.12.2024;50.624,26;Mundo Novo;MS;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765956
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DENTECK LTDA;000370876-10;23.12.2024;74.904,65;Mundo Novo;MS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765958
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DENTECK LTDA;000370877-10;23.12.2024;12.160,30;Mundo Novo;MS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765959
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DENTECK LTDA;000370878-10;23.12.2024;36.859,99;Mundo Novo;MS;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765960
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;DENTECK LTDA;000016987-35;23.12.2024;618,97;Mundo Novo;MS;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765961
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;DENTECK LTDA;000016988-35;23.12.2024;1.237,99;Mundo Novo;MS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765962
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;DENTECK LTDA;000370879-10;23.12.2024;185.831,14;Mundo Novo;MS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765963
12 - Dealer;BUIATTE TRANSPORTES E LOGISTICA;AM;B216;DENTECK LTDA;000016989-35;23.12.2024;7.427,91;Mundo Novo;MS;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12765986
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;COND. MARINGA AIRPORT HOTEL;000370906-10;23.12.2024;65.530,04;Maringá;PR;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12767694
11 - Retail;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CENTER KENNEDY COMERCIO LTDA;000370907-10;23.12.2024;215.463,51;Macapá;AP;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;17.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12767695
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;TOTAL AR LTDA;000370908-10;23.12.2024;11.598,97;Serra;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12767696
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIFRIO DO RIO COM. DE REFR. LTDA;000370909-10;23.12.2024;55.739,99;Guarapari;ES;;900-EMISSÃO DE NOTA FISCAL;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12767697
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CLIMAR COMERCIO E SERVICO LTDA;000370911-10;23.12.2024;4.888,10;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12767699
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;POUSO TRINDADE LTDA;000370912-10;23.12.2024;1.750,35;Paraty;RJ;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12767700
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;J. COLETTO DA SILVA NOGUEIRA LTDA;000370913-10;23.12.2024;19.271,18;Altamira;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12767701
11 - Retail;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CENTER KENNEDY COMERCIO LTDA;000370914-10;23.12.2024;82.540,02;Macapá;AP;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;17.01.2025;17.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12767702
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;UNIFRIO DO RIO COM. DE REFR. LTDA;000370915-10;23.12.2024;32.613,17;Guarapari;ES;;900-EMISSÃO DE NOTA FISCAL;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12767703
10 - BSS;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ARAUCARIA AR CONDICIONADO LTDA;000370925-10;24.12.2024;15.647,98;Florianópolis;SC;;900-EMISSÃO DE NOTA FISCAL;17.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768537
10 - BSS;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;IVAI AR CONDICIONADO LTDA;000370926-10;24.12.2024;93.748,04;São José;SC;;900-EMISSÃO DE NOTA FISCAL;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768538
10 - BSS;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ENCLIMAR ENG. DE CLIMATIZACAO LTDA;000370927-10;24.12.2024;96.620,00;São José;SC;;900-EMISSÃO DE NOTA FISCAL;22.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768539
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;COLORTEL S/A SISTEMAS ELETRONICOS;000370928-10;24.12.2024;213.249,00;Rio de Janeiro;RJ;Grupo B;900-EMISSÃO DE NOTA FISCAL;15.01.2025;15.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12768540
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ARCLEAN COM. E SERV. DE REFR. LTDA;000370930-10;24.12.2024;15.281,49;Aracaju;SE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768542
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;LOJAS QUERO QUERO S/A;000370931-10;24.12.2024;150.138,03;Santo Cristo;RS;Grupo A;900-EMISSÃO DE NOTA FISCAL;22.01.2025;27.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12768543
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;I.B.A.C. IND. BRAS. DE A. C. LTDA;000370932-10;24.12.2024;16.949,81;Itapevi;SP;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768544
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;AIRPLACE COMERCIAL LTDA;000370933-10;24.12.2024;9.833,79;Santana de Parnaíba;SP;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768545
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ANTONIO CARLOS AZEVEDO;000370934-10;24.12.2024;3.207,01;Guarujá;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768546
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;BRUNO DE SOUSA AZEVEDO;000370935-10;24.12.2024;24.966,01;Cunha;SP;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768547
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ALLDIAS DISTRIBUIDORA E COM. LTDA;000370936-10;24.12.2024;10.995,32;Piracicaba;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768548
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B223;BRUNO DE SOUSA AZEVEDO;000370938-10;24.12.2024;4.038,97;Cunha;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768550
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;SPAR CONSORCIO;000370939-10;24.12.2024;1.858,17;Barueri;SP;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768552
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;TEMPERFRIO DIST. IMP. P. P/ REF. LT;000370940-10;24.12.2024;102.309,50;Maringá;PR;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768553
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;SPAR CONSORCIO;000370941-10;24.12.2024;3.716,35;Barueri;SP;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768554
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CONGREGAÇÃO CRISTÃ NO BRASIL;000370942-10;24.12.2024;53.820,03;São José do Rio Preto;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768555
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;BANCO MERCANTIL DO BRASIL S/A;000370944-10;24.12.2024;52.369,08;Belo Horizonte;MG;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768557
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;COMERCIAL MULTICASA LTDA;000370945-10;24.12.2024;7.254,36;Cuiabá;MT;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768558
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;GELAR REFRIGERACAO COM. LTDA;000370946-10;24.12.2024;35.354,09;Fortaleza;CE;Grupo A;900-EMISSÃO DE NOTA FISCAL;15.01.2025;27.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12768559
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CLIMAR COMERCIO E SERVICO LTDA;000370947-10;24.12.2024;13.332,57;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;11.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768560
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ALVORADA C. DE PROD. AGROP. LTDA;000370948-10;24.12.2024;17.360,00;Ariquemes;RO;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768562
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;BANCO MERCANTIL DO BRASIL S/A;000370949-10;24.12.2024;70.668,76;Belo Horizonte;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768565
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;MICROTECNICA INFORMATICA LTDA;000370950-10;24.12.2024;120.105,04;Brasília;DF;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO); X;12768568
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;BANCO MERCANTIL DO BRASIL S/A;000370951-10;24.12.2024;68.392,59;Belo Horizonte;MG;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768569
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CLIMASTER AR CONDICIONADO LTDA;000370952-10;24.12.2024;43.257,08;Aparecida do Taboado;MS;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768570
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;REFRIGAS C. E SERV. DE REFR. EIRELI;000370953-10;24.12.2024;33.696,23;Três Lagoas;MS;;900-EMISSÃO DE NOTA FISCAL;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768571
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ARCLEAN COM. E SERV. DE REFR. LTDA;000370954-10;24.12.2024;17.312,15;Aracaju;SE;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768572
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;CLIMAR COMERCIO E SERVICO LTDA;000370955-10;24.12.2024;18.758,98;Teresina;PI;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;11.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768573
23 - Televendas;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;GELAR REFRIGERACAO COM. LTDA;000370956-10;24.12.2024;23.020,46;Fortaleza;CE;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;15.01.2025;27.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12768574
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;REFRIAR REFRIGERAÇÃO EIRELI ME;000370957-10;24.12.2024;4.842,36;Limeira;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768575
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA;AM;B217;ALLDIAS DISTRIBUIDORA E COM. LTDA;000370958-10;24.12.2024;3.089,21;Piracicaba;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12768576
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;LOJAS AVENIDA S/A;000231197-1;26.12.2024;6.920,00;Araguaína;TO;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;23.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771040
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;RUZINALDO BARROS MOURA;000880808-1;26.12.2024;245,02;Picos;PI;;900-EMISSÃO DE NOTA FISCAL;13.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771061
40 - Totaline BR;MODULAR TRANSPORTES LTDA;DF;B156;HC COMPRESSORES E PEÇAS LTDA;000008749-1;26.12.2024;1.200,02;Salvador;BA;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771100
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;J. COLETTO DA SILVA NOGUEIRA LTDA;000213624-1;26.12.2024;3.002,50;Altamira;PA;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771133
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;RAIA DROGASIL S/A;000231207-1;26.12.2024;53.570,37;Jandira;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771143
10 - BSS;RODOVIARIO NOVA ERA LTDA;RS;B101;FFC COM. E INST. DE AR COND. LTDA;000880850-1;26.12.2024;104.000,00;Ribeirão Preto;SP;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;06.01.2025;13.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12771449
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;DENTECK LTDA;000370994-10;26.12.2024;107.125,92;Cariacica;ES;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771548
11 - Retail;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;CENCOSUD BRASIL COMERCIAL S/A;000370995-10;26.12.2024;528.273,93;Nossa Senhora do Socorro;SE;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;01-AGUARDA AVISO DE EMBARQUE / CABOTAGEM; X;12771551
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;DENTECK LTDA;000370996-10;26.12.2024;132.967,96;Cariacica;ES;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771553
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;DENTECK LTDA;000370997-10;26.12.2024;55.411,38;Cariacica;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771554
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;DENTECK LTDA;000370998-10;26.12.2024;11.383,08;Cariacica;ES;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771555
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;DENTECK LTDA;000370999-10;26.12.2024;42.547,99;Cariacica;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771556
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;DENTECK LTDA;000371000-10;26.12.2024;165.890,28;Cariacica;ES;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771558
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;DENTECK LTDA;000371001-10;26.12.2024;36.163,80;Cariacica;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771560
12 - Dealer;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B216;DENTECK LTDA;000016993-35;26.12.2024;1.547,44;Cariacica;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771561
11 - Retail;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;CENCOSUD BRASIL COMERCIAL S/A;000371002-10;26.12.2024;528.273,93;Nossa Senhora do Socorro;SE;Grupo B;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;01-AGUARDA AVISO DE EMBARQUE / CABOTAGEM; X;12771596
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;CONGREGACAO CRISTA NO BRASIL;000231211-1;26.12.2024;35.632,02;Jataí;GO;;209-DATA DE SAÍDA DA TRANSPORTADORA;15.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771650
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B110;TAJ HOME RESORT SPE 037 - E I LTDA;000880898-1;26.12.2024;5.910,58;Vila Velha;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771652
10 - BSS;MODULAR TRANSPORTES LTDA;RS;B101;BRENCO - CIA BRAS. DE ENERG. RENOV;000880905-1;26.12.2024;23.110,10;Costa Rica;MS;;091-ENTREGA PROGRAMADA;09.01.2025;09.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO);;12771857
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B143;UNIV. EST. PAULISTA JULIO DE M. F.;000213632-1;26.12.2024;8.370,00;Araraquara;SP;;209-DATA DE SAÍDA DA TRANSPORTADORA;14.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771903
10 - BSS;PACIFICO LOG LOGISTICA E TRANSPORTE;RS;B101;FERGEL IND. DE FERRO E ACO LTDA;000880918-1;26.12.2024;6.200,00;Manaus;AM;;208-DATA DE CHEGADA NA TRANSPORTADORA;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12771982
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B143;J. COLETTO DA SILVA NOGUEIRA LTDA;000213635-1;26.12.2024;2.055,71;Altamira;PA;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772003
40 - Totaline BR;ANEG TRANSPORTES LTDA;SP;B142;CIA LATINO AMERICANA DE MEDIC.;000231212-1;26.12.2024;10.439,28;Maracaju;MS;;209-DATA DE SAÍDA DA TRANSPORTADORA;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772027
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B110;TAJ HOME RESORT SPE 037 - E I LTDA;000880925-1;26.12.2024;8.002,46;Vila Velha;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772107
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B110;TAJ HOME RESORT SPE 037 - E I LTDA;000880926-1;26.12.2024;5.590,51;Vila Velha;ES;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;10.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772109
10 - BSS;RODOVIARIO BEDIN LIMITADA;RS;B110;EUROLATINO EMPREEND. IMOB. LTDA;000880928-1;26.12.2024;30.648,00;Uberlândia;MG;;052-MERCADORIA REDESPACHADA (ENTREGUE PARA REDESPACHO);08.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772112
40 - Totaline BR;CAXIAS CARGAS AEREAS LTDA;RS;B102;UDEMAR DOS SANTOS 83788972734;000880932-1;26.12.2024;674,98;Cariacica;ES;;900-EMISSÃO DE NOTA FISCAL;16.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772123
11 - Retail;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;CENCOSUD BRASIL COMERCIAL S/A;000371009-10;26.12.2024;400.759,54;Nossa Senhora do Socorro;SE;Grupo B;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;01-AGUARDA AVISO DE EMBARQUE / CABOTAGEM; X;12772140
11 - Retail;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;CENCOSUD BRASIL COMERCIAL S/A;000371010-10;26.12.2024;101.794,78;Nossa Senhora do Socorro;SE;Grupo B;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;01-AGUARDA AVISO DE EMBARQUE / CABOTAGEM; X;12772142
40 - Totaline BR;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;LOC TUDO LOC.E ASS.TECNICA LTDA;000371012-10;26.12.2024;524.032,62;Lauro de Freitas;BA;;900-EMISSÃO DE NOTA FISCAL;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772302
40 - Totaline BR;BUIATTE TRANSPORTES E LOGISTICA LTD;SP;B142;EMPR. FARMACEUTICOS GLOBO LTDA;000231215-1;26.12.2024;3.560,01;Belém;PA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;23.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772362
40 - Totaline BR;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;LOC TUDO LOC.E ASS.TECNICA LTDA;000371013-10;26.12.2024;524.032,62;Lauro de Freitas;BA;;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;;20-EM TRANSITO PARA ENTREGA (NÃO AGENDADO);;12772364
11 - Retail;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;IMEEL ATACADO LTDA;000371014-10;26.12.2024;286.964,41;Paulista;PE;Grupo B;901-NOTA FISCAL AUTORIZADA NA SEFAZ;20.01.2025;06.02.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12772398
11 - Retail;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;IMEEL ATACADO LTDA;000371015-10;26.12.2024;143.482,20;Paulista;PE;Grupo B;900-EMISSÃO DE NOTA FISCAL;20.01.2025;06.02.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12772399
11 - Retail;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B217;IMEEL ATACADO LTDA;000371016-10;26.12.2024;159.707,15;Paulista;PE;Grupo B;900-EMISSÃO DE NOTA FISCAL;20.01.2025;06.02.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12772570
20 - Midea;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B223;GRUPO CASAS BAHIA S/A;000371019-10;26.12.2024;87.382,67;Jundiaí;SP;Grupo A;901-NOTA FISCAL AUTORIZADA NA SEFAZ;13.01.2025;21.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12773301
20 - Midea;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B223;GRUPO CASAS BAHIA S/A;000371020-10;26.12.2024;171.270,04;Jundiaí;SP;Grupo A;900-EMISSÃO DE NOTA FISCAL;13.01.2025;21.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12773302
20 - Midea;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B223;GRUPO CASAS BAHIA S/A;000371021-10;26.12.2024;40.904,06;Jundiaí;SP;Grupo A;900-EMISSÃO DE NOTA FISCAL;13.01.2025;21.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12773303
20 - Midea;LOG-IN - LOGISTICA INTERMODAL S/A;AM;B223;GRUPO CASAS BAHIA S/A;000371022-10;26.12.2024;122.335,74;Jundiaí;SP;Grupo A;900-EMISSÃO DE NOTA FISCAL;13.01.2025;21.01.2025;19-EM TRANSITO PARA ENTREGA (AGENDADO); X;12773304
